CATEGORY,AREA_CD,AREA_NM,HASHTAG,CENTER,COORDINATES
관광특구,POI001,강남 MICE 관광특구,강남,"[37.51095136635107, 127.06016778945924]","[[37.513903342198184, 127.06027547260382], [37.51385403507078, 127.06039604784763], [37.51170667705016, 127.06156802776177], [37.50927943837497, 127.06289276797845], [37.50867271170524, 127.06257374902839], [37.50789082155713, 127.06002419097261], [37.50792565447077, 127.05991981228244], [37.510380551229034, 127.05857989048052], [37.513265686079635, 127.05700506975246], [37.51334593843142, 127.0570565910057], [37.513903342198184, 127.06027547260382]]"
관광특구,POI002,동대문 관광특구,동대문,"[37.567269671705716, 127.0113515853882]","[[37.56949795219521, 127.01759028830955], [37.56938246436044, 127.01771620773675], [37.56921117045667, 127.01773129983349], [37.568952269033936, 127.01775394919522], [37.565764729305705, 127.01800389875964], [37.565561720663226, 127.0178031288685], [37.56555012459151, 127.01765145951447], [37.5653648350138, 127.01611651486223], [37.56498617774443, 127.0125010053088], [37.56474267294616, 127.01094641522712], [37.56457293960174, 127.00985700529151], [37.56462348358272, 127.00925855531818], [37.56459424646359, 127.00900788663702], [37.564661872929086, 127.00867620619182], [37.56479701631518, 127.00810338658242], [37.56499919963331, 127.00655497649056], [37.564866601772934, 127.00490306943155], [37.56485151047047, 127.00471200040943], [37.564850912271076, 127.00470451056177], [37.56487155695732, 127.00466944021483], [37.56487947821652, 127.00465550296772], [37.56489741058989, 127.00462434763114], [37.56490046539686, 127.00461922648924], [37.56490298454427, 127.00461537225551], [37.56527992568908, 127.00458521525503], [37.56534593625978, 127.00458030266942], [37.56535650904285, 127.00454631935133], [37.565431664462665, 127.0045633016567], [37.565466160950386, 127.00457404228648], [37.565555614338976, 127.00456468835722], [37.56633888970631, 127.00450041659187], [37.56633750556715, 127.00448648525554], [37.5663435055541, 127.00447501227495], [37.56637462858549, 127.00449748399876], [37.566377765066534, 127.00449950093412], [37.56638180898155, 127.00449689480308], [37.56641027391056, 127.00447783364497], [37.56641409460379, 127.00449185435993], [37.56895441005222, 127.00427956808517], [37.56901119296493, 127.00427706375045], [37.56902568907122, 127.0042855322836], [37.569060182240776, 127.00434100772206], [37.5691779296681, 127.00439966736243], [37.56922754581206, 127.0044207750861], [37.5692380301647, 127.00442539056309], [37.569327077717155, 127.00445952167784], [37.56934066984943, 127.00445550341148], [37.569351400365285, 127.00445797364242], [37.569377384323175, 127.00446726397035], [37.56941518562979, 127.0044793353608], [37.56941738004489, 127.0044852536665], [37.56949109313259, 127.00451118159594], [37.569518828078145, 127.00451948839762], [37.5695373959982, 127.00452457596182], [37.56954619184136, 127.00484717295625], [37.569544523695065, 127.0051427298473], [37.56954753525869, 127.00522317178225], [37.569557164984886, 127.00844929024726], [37.56955535607392, 127.00859460642342], [37.5696579076639, 127.01015676727415], [37.569757399646925, 127.01167262628695], [37.56965489232008, 127.01710035550093], [37.56949795219521, 127.01759028830955]]"
관광특구,POI003,명동 관광특구,명동,"[37.564650367842184, 126.98208332061769]","[[37.56066567164939, 126.97600605147264], [37.5606853824605, 126.97601639399005], [37.56079242215283, 126.97601237474468], [37.56088495983605, 126.9760601080263], [37.562551782892044, 126.97668652128944], [37.56421261760528, 126.9773352344994], [37.56460655418853, 126.97748985790919], [37.565600471393815, 126.97810932202846], [37.56578550546128, 126.97765944185858], [37.566251224534746, 126.97722690690668], [37.56645203903928, 126.9772428080476], [37.566545760342365, 126.97717634936288], [37.566687233719094, 126.97718855480785], [37.56668732467936, 126.97742170655685], [37.56711116934307, 126.97740818632093], [37.568652422179674, 126.97734396524396], [37.5690605555975, 126.97735338019669], [37.569249481213724, 126.97733759615589], [37.569293480114816, 126.97761584530663], [37.56916650770738, 126.9781855695955], [37.56910600598099, 126.97869534428797], [37.569070936756944, 126.97957753582914], [37.56903119621931, 126.9799088381656], [37.56901993409316, 126.98014760079471], [37.56899160515941, 126.98058715645507], [37.56897403403232, 126.98100029202428], [37.569004778472014, 126.98142070970597], [37.56901201119857, 126.98168826486499], [37.56906264130342, 126.98202265535797], [37.56905205649802, 126.98236657103512], [37.56901935551965, 126.98260828539547], [37.56901723016996, 126.98269865658635], [37.56890501912464, 126.9832194171558], [37.56878843213785, 126.9837950778506], [37.56875906251549, 126.98393036731817], [37.568636809238605, 126.98439080031139], [37.56848449031968, 126.98526607053526], [37.56830145736687, 126.98628390147934], [37.568233289524265, 126.9866621816803], [37.5680663411589, 126.98664690648519], [37.56802082480254, 126.9871577991533], [37.56802042660325, 126.9873888560634], [37.56795019772784, 126.98738786155734], [37.56790721591306, 126.98748155787153], [37.56784009211681, 126.98746572438596], [37.567814604801576, 126.98740248164584], [37.56711619325619, 126.9873628754406], [37.56638282234427, 126.98732709501445], [37.56621144307643, 126.98743720089455], [37.566017390279626, 126.98763085801485], [37.56596746826092, 126.98763117974465], [37.56596791686987, 126.98761159967734], [37.56593016666445, 126.98760413837978], [37.56593043852893, 126.98760700424303], [37.5659108316858, 126.98760960537948], [37.56590859860276, 126.98759432360494], [37.56589937933521, 126.98759433290232], [37.56589498088568, 126.98763366374736], [37.565794385416055, 126.98764102002625], [37.56579140946981, 126.98762719182992], [37.56578682241263, 126.98762623976255], [37.565768366617625, 126.98758402123221], [37.56574550912464, 126.98754471705924], [37.56573475316389, 126.9875046150777], [37.565737945807385, 126.9874998025259], [37.56570937587222, 126.98742502625112], [37.56568402375635, 126.98739365221657], [37.565682759083394, 126.98738549062926], [37.56552684524199, 126.98739402008715], [37.565372900874486, 126.98739764999527], [37.564899235788566, 126.98740303874644], [37.56478079532306, 126.98739688769675], [37.564741308544434, 126.98735360127542], [37.56467567766859, 126.98736457260223], [37.56456683617456, 126.98738257562694], [37.56453433318451, 126.98747902522838], [37.56412682059105, 126.98762657947859], [37.563616046437474, 126.98798966853062], [37.56320633355366, 126.98829369301244], [37.56283472316627, 126.98851637717857], [37.56274528320987, 126.98856205263272], [37.562453204799525, 126.98864598995803], [37.56217430994698, 126.98868717829133], [37.562134008253956, 126.98869273918079], [37.5621412469229, 126.98870560688567], [37.561416381624795, 126.98879687662684], [37.56140539779575, 126.9887885534953], [37.56137604019882, 126.98876630744994], [37.56132571711326, 126.98872817175936], [37.561315447635714, 126.98860921441052], [37.561287626177354, 126.98821184333215], [37.56116819778922, 126.98691075691399], [37.56114942114989, 126.98662904852213], [37.56097285606317, 126.98507523032346], [37.56092766168877, 126.98469810772248], [37.560833118404055, 126.9834263937449], [37.56074932199957, 126.98227935235386], [37.56073326468248, 126.98212627145556], [37.56066244394168, 126.98189775512641], [37.560526186988454, 126.98195778725135], [37.56046117396058, 126.98195039682118], [37.56031937450002, 126.9816032933282], [37.560014459688674, 126.98115509018328], [37.56007036610756, 126.98106460711448], [37.55985159457999, 126.98039762331626], [37.5598582020557, 126.98016987400449], [37.5598626692443, 126.98001401526304], [37.55959995148039, 126.97984029069994], [37.55953596546365, 126.97959041663562], [37.55936396631452, 126.97907703379222], [37.55911102759257, 126.97862097210881], [37.55876627630726, 126.97822254698822], [37.55831994398687, 126.97781240956897], [37.55801769434858, 126.97738945698812], [37.55789602343869, 126.97714530026187], [37.557680845026816, 126.97651342906725], [37.5584412622591, 126.97616925265686], [37.558735499735825, 126.97583338008728], [37.55893293073778, 126.97565321141852], [37.559118584923624, 126.97562697030122], [37.559267545378624, 126.97564035199812], [37.55946531062837, 126.97579949875414], [37.55963265223602, 126.97594273539254], [37.55985960213439, 126.97603804761417], [37.56022423258498, 126.97599147048842], [37.56031560591908, 126.97605249722446], [37.56056422466741, 126.9760775531688], [37.56066567164939, 126.97600605147264]]"
관광특구,POI004,이태원 관광특구,이태원,"[37.534419660369636, 126.99628829956056]","[[37.53030452088333, 126.99124563997569], [37.53023836690555, 126.99120668209916], [37.53023674774913, 126.99114687162243], [37.53068661060394, 126.99082089884722], [37.53070053670942, 126.99081532152935], [37.53430424619359, 126.98817166054597], [37.53435873723819, 126.98813110007941], [37.534466307475725, 126.98806011716891], [37.534988673226465, 126.98825823243033], [37.535023795482296, 126.98829016176336], [37.53503227093714, 126.98827444645646], [37.53507344674078, 126.98829167468676], [37.53510049899883, 126.98835756783298], [37.535071861376416, 126.98859024067592], [37.53503676124138, 126.9887874311299], [37.535245691509296, 126.98913209445242], [37.53529070805926, 126.98921496674777], [37.53532118838731, 126.98925247327604], [37.535537974973465, 126.98944177143927], [37.53559288266755, 126.98954162421788], [37.535602167852836, 126.98955100068508], [37.53561710830725, 126.98960473068051], [37.53563547888617, 126.98964680137041], [37.53567696164266, 126.98971434095948], [37.535689981446154, 126.98973182745608], [37.535725810565744, 126.9897735156461], [37.53575629145976, 126.98981964004565], [37.53585923606609, 126.98992886470548], [37.53587091679812, 126.98992423759232], [37.53590417319736, 126.9899744804005], [37.535935258395114, 126.99000742528649], [37.536016400364126, 126.99006418825229], [37.536105250896206, 126.99059592478554], [37.53613270802117, 126.99069324803934], [37.5362191078567, 126.9908848494529], [37.53623525675066, 126.99091323447728], [37.53630792475598, 126.99101562168114], [37.536586467796475, 126.99118084179308], [37.53659938894316, 126.99123153157839], [37.53648557627036, 126.99152555412047], [37.53646620806972, 126.99163504936118], [37.53642172201525, 126.99169872877178], [37.53640908058919, 126.99180416007269], [37.536365592015414, 126.99188270952435], [37.53626315871323, 126.99211412118301], [37.53624083715599, 126.99219772542452], [37.536227004377, 126.99228694103844], [37.53622141901413, 126.99240359622988], [37.53614462627665, 126.99238940572488], [37.5360954811022, 126.99229605759159], [37.53609011959803, 126.9922963072993], [37.53596123749243, 126.99226146513716], [37.53589428290595, 126.99228177173974], [37.53579739518892, 126.99221272323318], [37.53573512748678, 126.99220836751627], [37.53568720621213, 126.99223266272959], [37.53560869721583, 126.99212758775859], [37.53559855270362, 126.99212779393409], [37.53551298571026, 126.99234442186628], [37.53543181688017, 126.99246472424012], [37.535330568777056, 126.99283425938788], [37.535406483864634, 126.99326714900546], [37.53544524969084, 126.993511473865], [37.535495942936954, 126.9941387652023], [37.53540472100209, 126.99427918507762], [37.53537212791964, 126.99434255068402], [37.535338930560656, 126.99443240204579], [37.535317945858324, 126.99456058707857], [37.53531579970187, 126.99502021887493], [37.53530046867186, 126.99506824908671], [37.535283452997284, 126.99510249793101], [37.53520913039588, 126.99516719641056], [37.53509630931902, 126.99526528946156], [37.53514677235068, 126.99538035329715], [37.53521863681798, 126.99568601181294], [37.535249590663135, 126.99635797461916], [37.5352304679832, 126.99639250838301], [37.53521957517738, 126.99660014937646], [37.53522815682883, 126.99673048663446], [37.53523417515447, 126.99677210793044], [37.53523424603522, 126.99677648220096], [37.535305093248915, 126.99719737112235], [37.53533985117824, 126.99739942673287], [37.53538044307297, 126.9975802666368], [37.535386102845855, 126.99760147155453], [37.53540058307114, 126.99764896434901], [37.53544102756555, 126.99775292617292], [37.53552428725806, 126.997928740773], [37.535529535093715, 126.99793761147905], [37.53566456543071, 126.99814822748716], [37.5357425760181, 126.99826722202526], [37.53584329372144, 126.99845502907769], [37.535958252713606, 126.99861715827149], [37.53610391537748, 126.99877342630468], [37.536266191443225, 126.99894830783556], [37.53634268735605, 126.99905425121364], [37.53641817384496, 126.99913890451906], [37.53645348872928, 126.99917778584475], [37.53645810571355, 126.99918299352281], [37.53650036180175, 126.99922631227923], [37.53651118521515, 126.99923803451553], [37.536780533802734, 126.99950102517371], [37.537165633627126, 126.9998751271753], [37.53728774311317, 126.99997765104598], [37.537610878736714, 127.00021755069865], [37.537872757480805, 127.0004137300713], [37.538049563288766, 127.0005455309432], [37.53811515908807, 127.00057822795266], [37.53820018141828, 127.00060074708628], [37.53827930010658, 127.00062355929019], [37.53831996938768, 127.0006629730143], [37.538361950080656, 127.00078438192527], [37.53837274774492, 127.00085015557272], [37.53837264202141, 127.00137558349563], [37.53852633776838, 127.00142653233496], [37.538456902947054, 127.00173474188395], [37.53851503098423, 127.00173879861427], [37.53867891925713, 127.00178391887204], [37.53878992750029, 127.0018019174117], [37.53893696297997, 127.00182422576096], [37.53887912081856, 127.00271261672135], [37.538598674519314, 127.00264265080128], [37.538439024996705, 127.00260133079966], [37.538088542212876, 127.00253662269911], [37.538001249611526, 127.00251456864514], [37.53785658768053, 127.00239949263297], [37.53767191351105, 127.00220939164119], [37.53745347897006, 127.00221058922388], [37.53702943184117, 127.0018890653775], [37.53701590939414, 127.00186267372952], [37.53695425010733, 127.00180272945835], [37.53688472058655, 127.00164963945957], [37.536436653454864, 127.00134801711411], [37.536057612287955, 127.00108897970925], [37.536000796452974, 127.0010472856343], [37.53593636167414, 127.00096903073617], [37.53587707392928, 127.00084471074335], [37.535864358530205, 127.00082595500294], [37.53560470121247, 127.00028076663062], [37.53561984699603, 127.00021409106385], [37.5355870636839, 127.00013680773571], [37.53544588994765, 127.00024850660319], [37.53513227061485, 127.00050213240175], [37.53495747297453, 127.00064737399603], [37.53493723418541, 127.00066143053513], [37.534905167116754, 127.0006803413818], [37.53487795193097, 127.00068458349581], [37.5348344182894, 127.00068275218847], [37.53479046120335, 127.00066478849047], [37.53469569977977, 127.00059950811574], [37.53447603198178, 127.00043124339714], [37.53459131713251, 127.00026868776875], [37.53467446255236, 127.0001194151033], [37.53482017885505, 126.99981554947425], [37.5347029373467, 126.99973215749831], [37.534467725143905, 126.99955224614796], [37.534452299862195, 126.99949163000832], [37.534502755687306, 126.99888649401446], [37.53453522573377, 126.99884559125006], [37.53457337709836, 126.99884024695736], [37.53460003716184, 126.9988314520369], [37.53462881142415, 126.99881615328928], [37.53465651511859, 126.99878610315747], [37.53466382236198, 126.99877505630043], [37.534674073250805, 126.99876061440999], [37.53468583439882, 126.99872206255424], [37.53469029715472, 126.99867500657759], [37.53468816399729, 126.9986386358515], [37.53467446794823, 126.99858975686678], [37.53460614380988, 126.99847848255523], [37.53447429215795, 126.99824873877118], [37.53439533483441, 126.9978491911318], [37.534405221432046, 126.99777603774555], [37.53435592869756, 126.99771395298326], [37.534323425261036, 126.99769442469865], [37.53430287975258, 126.99768328037302], [37.53424250381964, 126.9976979903937], [37.53420090361672, 126.9977351940213], [37.53402933343218, 126.9978181094116], [37.53397881840945, 126.99781222054105], [37.53394808362817, 126.99779482827314], [37.53392094428281, 126.99778227703524], [37.53388396394545, 126.99777060115402], [37.53385533572106, 126.9977653824488], [37.53382374281309, 126.99776487520616], [37.53376981135722, 126.99777158159941], [37.53374780823378, 126.99778206877379], [37.533690983594916, 126.99781088927541], [37.533459701680066, 126.99802387526591], [37.53343758891533, 126.9980277805119], [37.53334045726342, 126.99796384390577], [37.53331145923907, 126.9979264560412], [37.53328503365149, 126.99789890600408], [37.5332495115397, 126.99786934706664], [37.533228318871515, 126.99785473634032], [37.53319778083253, 126.99783739315438], [37.53315572596194, 126.99782143014613], [37.533128906623084, 126.99775969561465], [37.53316061581115, 126.99762426256946], [37.53323441519564, 126.99734340863496], [37.53326143630244, 126.99728443109619], [37.53326815641019, 126.99724107022311], [37.53328318904261, 126.99710384797625], [37.533295206697225, 126.99704361548753], [37.53330359370398, 126.99699940579062], [37.53330961022792, 126.99694372251585], [37.533306817519595, 126.99678163046785], [37.53327596309514, 126.99659477152063], [37.5332237740805, 126.99631215295175], [37.53316729265241, 126.99598660484544], [37.53315057184794, 126.99589443181189], [37.53314957133074, 126.9958894079047], [37.53314954083927, 126.99583157531669], [37.53315118833508, 126.99580643252413], [37.53315917762846, 126.99574957228432], [37.533165159563225, 126.99572107933987], [37.53317280740721, 126.99568250222005], [37.533181465508505, 126.99565652334583], [37.53319312350308, 126.99562758983394], [37.53319706699679, 126.99543074805283], [37.533153339330454, 126.99428129710427], [37.53257824761501, 126.99452589019863], [37.53227209050471, 126.9946215445709], [37.53207773813153, 126.99469783026176], [37.53204699217722, 126.99471051944853], [37.53197588987284, 126.99473797624992], [37.53196080598849, 126.99474501591463], [37.53193077332202, 126.9947582126397], [37.5318223393884, 126.99481831904855], [37.5317571301732, 126.99486526117119], [37.531754291500384, 126.99486210456129], [37.531701179665134, 126.9948453073551], [37.531611108762334, 126.99475510189114], [37.531589805304215, 126.99449110819938], [37.53157706895466, 126.99429974144154], [37.53156819710723, 126.9942236719323], [37.53156944638931, 126.99418670474118], [37.531563435476876, 126.99394464109793], [37.53156423536419, 126.99379383450828], [37.53158764219084, 126.9937242449184], [37.53161544588719, 126.99362701590309], [37.531712672547165, 126.99333132297656], [37.531773047976635, 126.99312266562772], [37.53180881463802, 126.99290775319355], [37.53199377735789, 126.9922014792136], [37.53193785475033, 126.99206008020936], [37.53180586935705, 126.99184734491782], [37.53169984697754, 126.9917594763363], [37.531615064958714, 126.99168425205087], [37.53157020490363, 126.99165225133467], [37.53153722247559, 126.99162861910766], [37.531406652801586, 126.99152561520481], [37.530961849733835, 126.99140152354737], [37.53091032533822, 126.99138631520862], [37.530803286446414, 126.99135959848324], [37.53068972155012, 126.9913245591785], [37.53030452088333, 126.99124563997569]]"
관광특구,POI005,잠실 관광특구,잠실,"[37.51619365602682, 127.11130142211915]","[[37.51051251319657, 127.0930735179394], [37.51149776510975, 127.09272111558306], [37.51172346401625, 127.09290849022653], [37.511992972495754, 127.09562452394115], [37.512028316695805, 127.0959181856207], [37.51205967987522, 127.09611898480881], [37.51206809126827, 127.09617225059999], [37.512115760207976, 127.09642073336632], [37.51274893179041, 127.09897928464073], [37.51339093115947, 127.1011605326865], [37.51340528268378, 127.10119453345784], [37.51340736474636, 127.10120214452606], [37.513530923761515, 127.10156506213141], [37.51474922045114, 127.10515124729983], [37.515105509016905, 127.10619541222803], [37.51537819413812, 127.10699969612253], [37.5170264144332, 127.11185209573603], [37.51716969148476, 127.11227465684202], [37.517167563299026, 127.11255657049843], [37.52524825325555, 127.1175505577083], [37.52532288026552, 127.11780921755727], [37.5253020721354, 127.11792363787349], [37.52527561720872, 127.1180916578062], [37.52525607004428, 127.11825850846529], [37.52524270094767, 127.11842657069359], [37.5252414747609, 127.11845547802193], [37.525235118549595, 127.11859607028191], [37.52523494160443, 127.11866434817027], [37.52523441041103, 127.11876678826673], [37.525236126685414, 127.11881870005043], [37.52523840377473, 127.11889970069355], [37.52523970950301, 127.1189360226271], [37.52524739396579, 127.11905911498197], [37.5252509511444, 127.11910306108678], [37.52526877109102, 127.1192792905364], [37.52529225375052, 127.11943825141236], [37.525321920551896, 127.11959673471952], [37.525358746679885, 127.11976300188883], [37.52541602165685, 127.119968257076], [37.525606742211345, 127.1206394162493], [37.52563675283706, 127.12074387461777], [37.52569597213261, 127.12094334482596], [37.52575470877971, 127.12114895301498], [37.52580966733346, 127.1213507644322], [37.525831531424075, 127.12146795622061], [37.525832761782766, 127.12147399502035], [37.52584515166833, 127.12153296733284], [37.52586366627945, 127.12164563542875], [37.525872591556805, 127.1216971888652], [37.525893863546834, 127.12186753313105], [37.5259074004523, 127.12203701965508], [37.5259126105007, 127.12220044010155], [37.525912007638276, 127.12237948249299], [37.52590256085533, 127.12254686067878], [37.52588516263418, 127.12272394096986], [37.525882011268735, 127.1227441904267], [37.525871555757725, 127.12280751174183], [37.52586913089793, 127.12282380007359], [37.52583507051865, 127.12293744911528], [37.525833939568706, 127.12294128689408], [37.52583263363056, 127.12294562633646], [37.52583149289661, 127.12294940864854], [37.52582870849373, 127.12295878264085], [37.52582827887653, 127.12296016566037], [37.52581164738589, 127.12299792212255], [37.52329963023651, 127.1286786218806], [37.52306920424254, 127.12775600446844], [37.522007862990456, 127.12796725507569], [37.52199810324564, 127.12797367433724], [37.52106623328164, 127.12858229046599], [37.52069382829842, 127.12873929322086], [37.52059572152694, 127.12877453990038], [37.52035424462975, 127.12889504660465], [37.520282661812615, 127.12892890476859], [37.520122294250726, 127.129000329584], [37.51993614961808, 127.12906505493818], [37.519745341571536, 127.12911822796718], [37.519447172107604, 127.12918210493983], [37.51874272876097, 127.12931345762934], [37.518605759968864, 127.12934870144741], [37.518453032932506, 127.1294092220052], [37.51831048725062, 127.1294935138123], [37.518176558501075, 127.12959392016636], [37.518115357618385, 127.1296544057204], [37.51811069492632, 127.12965904518485], [37.51806132011186, 127.12970798131118], [37.51795673186725, 127.12983912307628], [37.517873418620354, 127.12997751642177], [37.517672194211606, 127.13041001558095], [37.51743219158102, 127.1309530531167], [37.512460091627524, 127.12791884944022], [37.51242198008635, 127.12785620877008], [37.51237062337977, 127.12774414767136], [37.51235885260319, 127.12768294047785], [37.512344042919274, 127.12762391696019], [37.5123354065527, 127.12756132338536], [37.51233122843716, 127.12749828169815], [37.512332215420216, 127.12743447059307], [37.5123330997381, 127.12741852551338], [37.51410202130544, 127.12311381699728], [37.51669656553756, 127.11583602560736], [37.51468553166552, 127.1145773475653], [37.51576602846944, 127.11181799086854], [37.51525585118013, 127.11032560437238], [37.51483567030759, 127.1105022705949], [37.51457350783001, 127.11033870953867], [37.514692137347616, 127.11003690683003], [37.51439782687124, 127.10917257394009], [37.51324954340724, 127.10966483308874], [37.51156383347964, 127.10857199595613], [37.51136768387452, 127.10905470749152], [37.51108436037687, 127.1088702555959], [37.51141753379699, 127.10804294156034], [37.50865496629966, 127.104500206387], [37.50832999366396, 127.10479308527971], [37.50821809664012, 127.10464858967383], [37.507465574104344, 127.10286247447556], [37.506117458213296, 127.09967970866413], [37.505953036015356, 127.09851608497742], [37.50583744156247, 127.09722315551396], [37.50671454691095, 127.09728862854139], [37.51005875187169, 127.09750899278401], [37.51036838269352, 127.09329113161432], [37.51051251319657, 127.0930735179394]]"
관광특구,POI006,종로·청계 관광특구,종로,"[37.56958274658616, 126.99620246887208]","[[37.57008219988491, 126.97757889424061], [37.57008241358269, 126.97758159730625], [37.57020945171211, 126.97759039576968], [37.57020945921686, 126.97762539717792], [37.57027214174906, 126.97761954240522], [37.57027217167125, 126.97775954815557], [37.57022678253361, 126.98325478621692], [37.57023631193588, 126.98477151207246], [37.57025531973804, 126.98786330068418], [37.57019962300841, 126.98803831893072], [37.57037641786225, 126.99115341632005], [37.57043229029633, 126.992810145942], [37.57073906590567, 126.99779200732587], [37.5709527594511, 127.00163051896052], [37.571082609573736, 127.0092142444387], [37.571221906236374, 127.00922592345472], [37.57176042501489, 127.01084190086227], [37.5725379014481, 127.01413221831861], [37.572665569615154, 127.0143510034626], [37.57291390713417, 127.01510979736581], [37.57304503170246, 127.01555683287584], [37.572608559022676, 127.0156311395159], [37.5720107504004, 127.0155493659937], [37.57195967504929, 127.01554644051701], [37.571808769834476, 127.0155449566191], [37.57168456107441, 127.01556389512551], [37.571435277230556, 127.0155616653617], [37.571437019227055, 127.01555437357572], [37.57141583423788, 127.01555619301682], [37.57141554385963, 127.01555783368542], [37.57134676660932, 127.01555052999313], [37.57133747981692, 127.01555339967774], [37.57130744281184, 127.01556301101878], [37.57127466693516, 127.0155733966707], [37.5712726719823, 127.01557161889254], [37.5712271285234, 127.01556953750953], [37.57116386383342, 127.01557426664539], [37.57107868868425, 127.01558045047416], [37.5710152788127, 127.01558590877075], [37.57101571106244, 127.01561434779727], [37.57099844451255, 127.01560960504244], [37.57099946272756, 127.01558627069443], [37.57095520656448, 127.01558863311098], [37.570925097860126, 127.01559026871833], [37.57092502331251, 127.0156088633834], [37.570865820553465, 127.01562197898471], [37.57086205070068, 127.01559609165813], [37.57064671877603, 127.01561027457258], [37.570646716972156, 127.01562704617997], [37.57062175922621, 127.01562995874046], [37.570597962918896, 127.01562703789756], [37.570551529858825, 127.01563286360468], [37.570318567405906, 127.01565351497946], [37.57025711646985, 127.0156582442959], [37.57022955154364, 127.01566011671238], [37.57016715939434, 127.0156467982649], [37.57008561140716, 127.0156562639233], [37.570069652222394, 127.01563803133826], [37.5699762188313, 127.01552717799507], [37.56997449209648, 127.01539081846713], [37.56996525642376, 127.01490006957364], [37.569963544153936, 127.01461130860449], [37.56996011185188, 127.01409358058302], [37.56995899969067, 127.01356710261575], [37.569959075475744, 127.01269061188145], [37.56995564270682, 127.01207079687434], [37.56995453490835, 127.01135910379689], [37.569961509287495, 127.01122493295095], [37.56991976234717, 127.0106007388946], [37.56993371829455, 127.01018655848445], [37.569924443147585, 127.00999988409981], [37.56992444593663, 127.00995321572917], [37.569882668389894, 127.00975487133566], [37.56989198378908, 127.00923568678556], [37.56986414134725, 127.0089090061018], [37.56985023023889, 127.00852982485041], [37.569785269589296, 127.00749145065744], [37.56978063958498, 127.00713560473004], [37.56979457199965, 127.00705976954394], [37.569799218278725, 127.00697226675197], [37.56980386410062, 127.00689643102305], [37.56982243805481, 127.00686726431819], [37.56981315540918, 127.00675059307456], [37.56977601207873, 127.00666892168569], [37.56976208527306, 127.00657558444846], [37.569738883517104, 127.00607389957135], [37.56973426227053, 127.00509969960918], [37.56973427244419, 127.00445217760821], [37.56971105976867, 127.00414883358692], [37.569697134532525, 127.0035888146082], [37.56969713639471, 127.00284212294137], [37.569678563077055, 127.0026262824546], [37.569697133655325, 127.00211293186045], [37.5696553387475, 127.00150624567173], [37.56963676527488, 127.00146541135544], [37.569608904079956, 127.00133124089706], [37.56954389677951, 127.00119707139474], [37.56946495421508, 127.00074789290275], [37.56906558407189, 126.99882285630713], [37.56892625163869, 126.99791284285185], [37.56890303015539, 126.99779034160578], [37.56870794116704, 126.99632615866308], [37.5686847242909, 126.9963144938107], [37.568684721670174, 126.99626782621348], [37.568703293661734, 126.99625032420818], [37.56860571422215, 126.99508947765095], [37.568489530101175, 126.9936661318098], [37.56848950356724, 126.99333362604979], [37.56839190337991, 126.99226028802306], [37.56829431696226, 126.99142612298381], [37.56818739039754, 126.99014278902443], [37.56815018644535, 126.98961778866337], [37.56814552235169, 126.98943403715357], [37.56814550121713, 126.98925028481817], [37.568126902360454, 126.98902861878392], [37.56812920221747, 126.98884486605769], [37.56813846101017, 126.9886144447372], [37.56819637874741, 126.98763442051853], [37.56819867145968, 126.98741275040427], [37.56822648991245, 126.9871035737002], [37.56828446219525, 126.98660188745751], [37.5683180740403, 126.98623218706646], [37.56837026916421, 126.98594196252225], [37.5684920744219, 126.98539505037968], [37.5684851080389, 126.98538484350237], [37.56863819483952, 126.98446458150777], [37.56875418190521, 126.98387245720306], [37.56877507791689, 126.98388120206658], [37.56879827621239, 126.98377036045075], [37.568765773501106, 126.98377036877237], [37.5688980025789, 126.98314323729737], [37.568897995731106, 126.98310240303553], [37.56895134471094, 126.98281654885092], [37.56896293788846, 126.98272904366547], [37.568990784860226, 126.98265611772975], [37.56902554808488, 126.98230318300287], [37.56903245700089, 126.98198525661773], [37.569015095679646, 126.98186321423496], [37.56897322471172, 126.98140967356821], [37.56896853038513, 126.98113112664385], [37.568961529560184, 126.98093716576697], [37.56897073196837, 126.98049017327934], [37.56904019845255, 126.97955096260321], [37.56904018631179, 126.9794897110955], [37.56904711456506, 126.97930595437364], [37.56905639404698, 126.97927095057264], [37.56906101679671, 126.9791688632301], [37.56907720673263, 126.97886551712021], [37.569086483702634, 126.97881884628954], [37.56910731779165, 126.97852424870928], [37.56910730088665, 126.97844257995966], [37.56911888292552, 126.97831715627595], [37.56912119115724, 126.97825298719718], [37.569137413175035, 126.97811297821069], [37.56913740642875, 126.97808089404624], [37.56914900532526, 126.97803713905111], [37.56916290175426, 126.97787963028333], [37.569244100050184, 126.97760542891997], [37.569262678027044, 126.9776287566106], [37.569313731795184, 126.97752665312156], [37.570068255735556, 126.97751181305455], [37.570082189230625, 126.97752930899671], [37.57008219988491, 126.97757889424061]]"
